City,Price(P),Change(P),Price(D),Change(D)
North Goa,96.69 ₹/L,+ 0.09,88.45 ₹/L,+ 0.09
South Goa,96.77 ₹/L,+ 0.34,88.52 ₹/L,+ 0.32
