City,Price(P),Change(P),Price(D),Change(D)
Dhalai,96.53 ₹/L,- 0.17,85.61 ₹/L,- 0.16
Gomati,97.97 ₹/L,  0.00,87.10 ₹/L,+ 0.10
Khowai,97.39 ₹/L,+ 0.29,86.42 ₹/L,+ 0.27
North Tripura,96.14 ₹/L,- 0.13,85.26 ₹/L,- 0.12
Sepahijhala,97.52 ₹/L,- 0.31,86.54 ₹/L,- 0.29
South Tripura,97.69 ₹/L,- 0.28,86.70 ₹/L,- 0.40
Unakoti,96.08 ₹/L,  0.00,85.20 ₹/L,  0.00
West Tripura,97.53 ₹/L,  0.00,86.55 ₹/L,  0.00
